FECHA_CORTE,RUC,RAZON_SOCIAL,NOMBRE_COMERCIAL,VIA,DES_VIA,NUMERO,INTERIOR,OBS_DOMICILIO,ZONA,DES_ZONA,UBIGEO,DEPARTAMENTO,PROVINCIA,DISTRITO,,TELEF1,TELEF2,TELEF3,TELEF4,,,E_MAIL,PAGINA_WEB,CLASE,TIPO_AGENCIA,DES_SERVICIO,MODALIDAD_AUTORIZADA,REP_LEGAL,NRO_CERTIFICADO,FECHA_EXPEDICION
20260515,20613486373,INVERSIONES INFINITY PERU TOP E.I.R.L.,PERU TOP ADVENTURE,AV.,PERU URB. QUISPICANCHIS K-4,,,,,,80108,CUSCO,CUSCO,WANCHAQ,,975768888,,,,,,reservasperutop@gmail.com,www.perutopadventure.com,Operador de Turismo,Presencial,,,Yolanda Gomez Quispe,269,10-dic-2024 5:00:00
20260515,20601905907,PANORAMA GEOGRAFICO S.A.C.,PANGEA PERÚ,Calle,GERMAN SCHREIBER,227,INT. 702,,,,150131,LIMA,LIMA,SAN ISIDRO,,,,,,,,administracion@pangea.com.pe,www.pangea.com.pe,"Mayorista, Minorista",Presencial,,,Victor Jonathan Balcazar Martinez,715-DGPDT,24-feb-2022 5:00:00
20260515,10770399969,"VALENTIN HUAMAN, JESUS FIDEL",XIOMARA TOURS,JR.,TARMA,455,,,,,120301,JUNÍN,CHANCHAMAYO,CHANCHAMAYO,,928226335,,,,,,valentinvhj22@gmail.com,,Operador de Turismo,"Digital, Presencial",,,Jesus Fidel Valentin Huaman,Constancia N 183-2024-GRJ-DIRCETUR,17-feb-2025 5:00:00
20260515,20107918711,ROYAL TRAVEL SERVICE S.A.C.,-,AV.,ENRIQUE CANAVAL MOREYRA,425,52,,,,150131,LIMA,LIMA,SAN ISIDRO,,14215926,,,,,,informes@royalperu.com,www.royalperu.com,Minorista,Presencial,,,Mercedes Aurora Otoya Trelles De Montalvan,481- DGPDT,10-abr-2018 5:00:00
20260515,20612877361,INVERSIONES GENERALES Y SERVICIOS INTEGRALES DOMINGUEZ NOVOA S.A.C.,DONO TRAVEL TOUR SAC,AV.,PISAC,125,Edif LL,DPTO 207,URB.,SAN JUAN MASIAS,70101,CALLAO,PROV. CONST. DEL CALLAO,CALLAO,,908920308,,,,,,donotravelsac@gmail.com,,Minorista,Presencial,,,Angela Carolina Dominguez Gamboa,CONSTANCIA N° 008-2025-GRC/GRDE,11-mar-2025 5:00:00
20260515,10470715788,"TAPIA ALMEYDA, ELIZABETH",JAHLEX TRAVEL,Calle,AA.HH. ALBERTO TATAJE MUÑOZ MZ. B LT.01,,,,,,110505,ICA,PISCO,PARACAS,,931078850,,,,,,elitapia02@gmail.com,,Operador de Turismo,Presencial,,,Elizabeth Tapia Almeyda,417-2025/DIRCETUR-SDT,13-mar-2025 5:00:00
20260515,10101099691,"RIVADENEYRA GUZMAN, ROSA LILIA",ATODODESTINO AGENCIA DE VIAJES Y TURISMO,PJ.,PASO DE LOS ANDES,170-P,,,,,150121,LIMA,LIMA,PUEBLO LIBRE,,975065621,,,,,,atododestino.pe@gmail.com,"IG: atododestino,pe",Minorista,Digital,,,Rosa Lilia Rivadeneyra Guzmán,CONSTANCIA N° 000268-2025-MML-GDE-ST,26-may-2025 7:00:00
20260515,20607291935,CAMINO SIN FRONTERA TRAVEL & TOURS S.A.C.,CAMINO SIN FRONTERA TRAVEL TOURS S.A.C,AV.,PACHACUTEC ZONA B,LOTE 12,13,,,TAMBO VIEJO,150109,LIMA,LIMA,CIENEGUILLA,,989815873,,,,,,caminosinfrontera@gmail.com,,Operador de Turismo,Digital,,,Flavio Diaz Huaman,333,16-feb-2021 5:00:00
20260515,20608633953,NATUS TRAVEL E.I.R.L.,NATUS TRAVEL,Calle,40 URB. PRO MZ. 25 LT 21,,,,,,150117,LIMA,LIMA,LOS OLIVOS,,944088449,,,,,,reservas@natustravel.com,www.natustravel.com,Operador de Turismo,Digital,,,Katherine Elizabeth Tasayco Melgarejo,657 - MINCETUR,30-nov-2021 5:00:00
20260515,20600499051,TRADICION PERU TOURS E.I.R.L.,TRADICION PERU TOURS E.I.R.L.,AV.,SUCRE,320,403,,,TORRE A,150120,LIMA,LIMA,MAGDALENA DEL MAR,,15026399,997898230,,,,,tradicionperutours@gmail.com,,Operador de Turismo,Digital,,,Sandra Doris Sandoval Cachay,180 - MINCETUR,15-oct-2020 5:00:00
20260515,10764225797,"TAFUR FAJARDO, CRISTOPHER ROBERT",GO PERÚ,AV.,LARCO 101,,,,,,150122,LIMA,LIMA,MIRAFLORES,,996732415,,,,,,goperu.pe@gmail.com,www.goperu.co,Minorista,Digital,,,Cristopher Robert Tafur Fajardo,646 - MINCETUR,19-nov-2021 5:00:00
20260515,20609902711,ROMA'S GROUP SERVICE S.A.C.,ROMA´S TRAVEL EXPEDITION,LT.,APV AGUA BUENA A-8-A,,,,,,80105,CUSCO,CUSCO,SAN SEBASTIAN,,975566685,,,,,,romastravel1@gmail.com,https://romastravelexp.com,Minorista,Digital,,,Romaldina Sofia Cruz Cruz,314-2025,12-jun-2025 5:00:00
20260515,20608596527,YACHT ANCON E.I.R.L.,YACHT ANCÓN,VIA,"BALNEARIO DE ANCÓN, EDIFICIO VISTA MAR DPTO. 905",,903,,,,150102,LIMA,LIMA,ANCÓN,,981091452,,,,,,salinasvaleria.g@gmail.com,,Minorista,Digital,,,Valeria Nicolle Salinas Gongora,858-2022-MINCETUR,06-jul-2022 5:00:00
20260515,10181982565,"BARTRA RODRIGUEZ, ANGELICA PAOLA",BARTRA TOURS,JR.,LAS LAJAS,551,,,,,150132,LIMA,LIMA,SAN JUAN DE LURIGANCHO,,999505557,933360683,,,,,bartratours@hotmail.com,,Minorista,Digital,,,Angelica Paola Bartra Rodriguez,599-DGPDT,27-SEP-2021 05:00:00
20260515,20550502446,BS TOURS S.A.C.,.-.,Calle,ENRIQUE PALACIOS,420,303,,,,150122,LIMA,LIMA,MIRAFLORES,,14892199,,,,,,jessy@bstoursperu.com,www.bstoursperu.com,"Mayorista, Minorista, Operador de Turismo",Presencial,,,Jessy Ann Stewart Gotuzzo,142-2016-DGPDT,27-dic-2016 5:00:00
20260515,20555183861,ALI PERU INVERSIONES E.I.R.L.,ALI PERÚ,Calle,"BELLAVISTA MZ. I, LT. 2",,,,,,150127,LIMA,LIMA,PUNTA NEGRA,,4444112,,,,,,reservas@alitourperu.com,,Operador de Turismo,Presencial,,,Ana Maria Escobar Del Aguila,574 - DGPDT,18-SEP-2018 05:00:00
20260515,20603856491,DUAL TURISMO INTEGRAL CONSULTORIA & REPRESENTACIONES S.A.C.,DUAL TURISMO,Calle,JOSE GONZALES,324,208,,,,150122,LIMA,LIMA,MIRAFLORES,,977492800,,,,,,psanchez@dualturismo.com,www.dualturismo.com,"Mayorista, Operador de Turismo",Digital,,,Patricia Raquel Sanchez Tejada,CONSTANCIA-000182-2025-GDE-ST,07-abr-2025 5:00:00
20260515,10426121749,"FERNANDEZ VIDARTE, ANTONIO",BAMBUTOUR.COM,JR.,CAJAMARCA,S/N,,FRENTE A LA PLAZA DE NARANJOS,,,220805,SAN MARTÍN,RIOJA,PARDO MIGUEL,,976566360,,,,,,bambutour82@gmil.com,www.bambutour.com,"Mayorista, Minorista, Operador de Turismo",Digital,,,Antonio Fernandez Vidarte,011-2025-GRSM-DIRCETUR-SM,14-abr-2025 5:00:00
20260515,10181425534,"CALDERON REATEGUI, ESTHER THARY",TRAVEL SOLUTIONS,JR.,PIZARRO,478,201,,,,130101,LA LIBERTAD,TRUJILLO,TRUJILLO,,1814253,,,,,,travelsolutions.peru@gmail.com,www.travelsolutionsperu.com,"Minorista, Operador de Turismo",Presencial,,,Esther Thary Calderon Reategui,083-2017,16-ago-1917 5:00:00
20260515,10439652182,"CORTEZ VELASCO, ADIRÈ",ACOVE TOURS,AV.,SANTA MARGARITA,3,,,,,200115,PIURA,PIURA,VEINTISEIS DE OCTUBRE,,966592915,,,,,,acovetours@gmail.com,,Operador de Turismo,Presencial,,,Adire Cortez Velasco,004-2018,30-abr-2018 5:00:00
20260515,10749147127,"AGURTO CORTEZ, EMMA AUREA SMITH",WAYRA TURISMO VIVENCIAL,Calle,URBANIZACION MANUEL SEOANE MZ. E LOTE,3,,,,,200115,PIURA,PIURA,VEINTISEIS DE OCTUBRE,,923642065,,,,,,auri_libra_96@hotmail.com,www.wayra turismo vivencial,Operador de Turismo,Digital,,,Emma Aurea Smith Agurto Cortez,002-2022,15-mar-2022 5:00:00
20260515,20612377198,ECOTONE S.A.C.,ECOTONE SAC,Calle,MAURIZIO CASATI,126,301,,,,150130,LIMA,LIMA,SAN BORJA,,974781094,,,,,,info@ecotone.eco,www.ecotone.eco,Operador de Turismo,Digital,,,José Rafael Pilares Robles,CONSTANCIA N° 000228-2025-MML-GDE-ST,08-may-2025 5:00:00
20260515,20602156754,KUSILLAY PERU SAC,KUSILLAY PERU,JR.,WASHINGTON,1207,22,,,,150101,LIMA,LIMA,LIMA,,980672072,,,,,,contacto.kusillayperu@gmail.com,,Operador de Turismo,Presencial,,,Carlos Cuellar Arenas,853 - DGPDT,25-SEP-2019 05:00:00
20260515,20602734111,ALLYN PACHA TRAVEL.COM E.I.R.L.,ALLYN PACHA PERU TOURS,Calle,DIAGONAL ANGAMOS 2300 CONDOMINIO 6-B,,,,,,80108,CUSCO,CUSCO,WANCHAQ,,987343164,,,,,,INFO@ALLYPACHAPERUTOURS.COM,WWW.ALLYNPACHAPERUTOURS.COM,Operador de Turismo,Digital,,,Elistan Guillen Paucar,248-2025,19-may-2025 5:00:00
20260515,20602371621,CORPORACION ZAPLEN JR S.A.C.,ZAPLEN TRAVEL,AV.,JARDINES OESTE,126,116,,,,150132,LIMA,LIMA,SAN JUAN DE LURIGANCHO,,13103372,,,,,,jleon@zaplentravel.com,www.zaplentravel.com,"Mayorista, Minorista",Presencial,,,Yevett Jimena Leon Gomez,367-DGPDT,22-SEP-2017 05:00:00
20260515,20609133270,EL ARTE DE GUIAR TRAINING CENTER E.I.R.L.,EL ARTE DE GUIAR,JR.,VALPARAISO N° 346,,,,,,150135,LIMA,LIMA,SAN MARTÍN DE PORRES,,984396300,,,,,,elartedeguiar@gmail.com,,Operador de Turismo,Digital,,,Mercedes Maruja Cañari Robles,D000255-2025-MML-GDE-ST,20-may-2025 5:00:00
20260515,20614065550,ENCANTOS AMAZONICOS TRAVEL S.A.C.,ENCANTOS AMAZONICOS,JR.,FEDERICO SANCHEZ,781,,,BA.,BARRIO PUNTA DEL ESTE,220901,SAN MARTÍN,SAN MARTÍN,TARAPOTO,,957296249,921881930,902905606,,,,encantosamazonicost@gmail.com,,Operador de Turismo,Presencial,,,Jan Kelvin Rojas Del Castillo,CONSTANCIA N°018-2025-GRSM-DIRCETUR-SM,08-may-2025 5:00:00
20260515,20613675753,GABRIEL'S RANCH TRAVEL CUSCO S.R.L.,GABRIEL´S RANCH TRAVEL CUSCO,LT.,"URB. ALTO LOS INCAS , CALLE NAZCA V-6",,,,,,80101,CUSCO,CUSCO,CUSCO,,987789855,,,,,,GABRIELSRANCHTRAVELCUSCO@GMAIL.COM,WWW.BEACONS.AI/GABRIELRANCHHORSEBACKRIDING,Operador de Turismo,Digital,,,Jose Gabriel Cosio Mansilla,282-2025,28-may-2025 5:00:00
20260515,10764914142,"MEZA PIO, JHONJAIRO EMANUEL",ILLAKU TRAVEL,JR.,ROSEMBERG,750,,,,,120114,JUNÍN,HUANCAYO,EL TAMBO,,979920011,,,,,,illakubusiness@gmail.com,,Operador de Turismo,Digital,,,Jhonjairo Emanuel Meza Pio,CONSTANCIA N° 170-2024-GRJ-DIRCETUR,06-nov-2024 5:00:00
20260515,20556468649,URANIA DREAMS E.I.R.L.,URANIA DREAMS EIRL,MLC.,BALTA,780,1201,,,,150122,LIMA,LIMA,MIRAFLORES,,,,,,,,rosario@uraniadreamsperu.com,www.uraniadreamsperu.com,Minorista,Digital,,,Maria Del Rosario Ramirez Escudero,444 - MINCETUR,01-jun-2021 5:00:00
20260515,20608469398,LUAU TRAVEL E.I.R.L.,LUAU TRAVEL,Calle,2 DE mayo,349,,,,,150122,LIMA,LIMA,MIRAFLORES,,953439391,,,,,,harold@luautravel.com,www.luautravel.com,Minorista,Digital,,,Luis Wilfredo Harol Verástegui Yasuda,588 - MINCETUR,20-SEP-2021 05:00:00
20260515,20611442964,IMAGINA TU RUMBO E.I.R.L.,IMAGINA TU RUMBO,ALM.,SUR MZ. J12,LT. 39,,,URB.,LOS CEDROS DE VILLA,150108,LIMA,LIMA,CHORRILLOS,,992341195,953803651,,,,,reservas@imaginaturumbo.com,www.imaginaturumbo.com,Minorista,Digital,,,Maffer Yuleinsi Vásquez Valencia,D000057-2025-MML-GDE-ST,31-ene-2025 5:00:00
20260515,20527998566,TRANSPORTES TURISTICOS ISA TOURS S.R.L.,LUCKY PERU TOUR,PO.,DE PANES 123 OFI. 203,,,,,,80101,CUSCO,CUSCO,CUSCO,,949757585,,,,,,LUCKYPERUTOUR@GMAIL.COM,WWW.LUCKYPERUTOUR.COM,Operador de Turismo,"Digital, Presencial",,,Edwin Saravia Champi,46-2025,13-feb-2025 5:00:00
20260515,20605855491,LUXURY MACHUPICCHU PERU GROUP EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA-LMP GROUP E.I.R.L.,LUXURY MACHUPICCHU PERU GROUP,LT.,URB. VERSALLES L-36,,,,,,80104,CUSCO,CUSCO,SAN JERÓNIMO,,997396835,,,,,,INFO@LUXURYMACHUPICCHU.ORG,WWW.LUXURYMACHUPICCHU.ORG,Minorista,Digital,,,Yamil Adhemar Allende Ardiles,91-2025,11-mar-2025 5:00:00
20260515,20606048018,COORPORACION FAMOGUER E.I.R.L.,VIAJA BARATO PERÚ,Calle,CARLOS SACO,102,,,,,150128,LIMA,LIMA,RÍMAC,,983436823,977492223,,,,,coorporacionfamoguer@gmail.com,www.viajabaratoperu.com,Minorista,Digital,,,Jaime Artaro Olaya Fernandez,456 - MINCETUR,09-jun-2021 5:00:00
20260515,20610245774,SOLUCIONES AGRICOLAS & TURISTICAS V & P SAC,SOLUCIONES V&P SAC,AV.,JJ. ELIAS,N° 466,,,,,110101,ICA,ICA,ICA,,997008614,993104504,976546080,,,,vpsac.ceo@gmail.com,,Operador de Turismo,Digital,,,Liz Karina Aguilar Tarazona,434-2025,28-abr-2025 5:00:00
20260515,20609569388,HAKU MACHU PICCHU EXPRESS S.A.C.,GO MACHU PICCHU EXPRESS,AV.,EL SOL 900,,,,,,80101,CUSCO,CUSCO,CUSCO,,953252080,,,,,,info@gomachupicchuexpress.com,https://gomachupicchuexpress.com,Operador de Turismo,"Digital, Presencial",,,Milagro Lourdes Valdez Jaen,208-2025,08-may-2025 5:00:00
20260515,20601952611,FACEBOXES EXPRESS S.A.C. - FACEBOXES S.A.C.,-,Calle,INTISUYO,295,,,,,150136,LIMA,LIMA,SAN MIGUEL,,15056493,,,,,,administracion@faceboxes.com.pe,www.faceboxes.com.pe,Operador de Turismo,Presencial,,,Segundo Vicente Ferretto Sotelo,287-DGPDT,07-jun-2017 5:00:00
20260515,20613917269,M & B TURISMO Y NEGOCIOS S.A.C.,JB DESTINOS TRAVEL,LT.,2A MZ. G,,,,A.H.,SANTA CRUZ,150118,LIMA,LIMA,LURIGANCHO,,918653955,,,,,,info@jbdestinos.com,www.jbdestinos.com,Operador de Turismo,Digital,,,Luz Venola Ccamasa Sumalave,D000263-2025-MML-GDE-ST,22-may-2025 5:00:00
20260515,10096561151,"CONCHA HUAMANI, GERARDINA",CHASQUI EXPRESS TOURS,VIA,MF BLOCK 4-L8,,,,,CIUDAD SOL DE COLLIQUE,150110,LIMA,LIMA,COMAS,,942353255,990264552,,,,,chasqui_expresstours@hotmail.com,Chasquis Express Tours,Operador de Turismo,Digital,,,Gerardina Concha Huamani,465,21-jun-2021 5:00:00
20260515,20519449685,PATRICIA TOURS SOCIEDAD ANONIMA CERRADA,PATRICIA TOURS SAC,Calle,PRECIADO,166,101,,,,150140,LIMA,LIMA,SANTIAGO DE SURCO,,17969907,,,,,,patricia_tourso1@hotmail.com,www.patricia tours.com,Minorista,Presencial,,,Francesca Patricia Andrade Rengifo,919-DGPDT,04-dic-2019 5:00:00
20260515,20605551824,IRE DE VIAJE S.A.C.,IRE DE VIAJE S.A.C.,JR.,HUACA DEL SOL,371,,,URB.,PORTADA DEL SOL 3RA ETAPA,150114,LIMA,LIMA,LA MOLINA,,930556609,,,,,,info@iredeviaje.com,www.info521724.wixsite.com/websiteiredeviaje,Minorista,Digital,,,Rosa Angelica Zanabria Acuña,156-MINCETUR,02-oct-2020 5:00:00
20260515,20130504575,JNC TOURS S.A.AGENCIA DE VIAJES Y TURISM,.-.,AV.,PETIT THOUARS,4350,504,,,,150122,LIMA,LIMA,MIRAFLORES,,14218687,14215143,,,,,jnctoursperu@speedy.com.pe,www.facebook.com/jnc.tours,"Minorista, Operador de Turismo",Presencial,,,Olga Luisa Jordan Jauregui,527 - DGPDT,10-jul-2018 5:00:00
20260515,20144685106,HANSAPERU CONSULTING S.A.C.,HANSA PERU TRAVEL,AV.,HIPOLITO UNANUE,225,604,,,,150122,LIMA,LIMA,MIRAFLORES,,107829236,,,,,,susana.urruchi@hansaperu.com,www.hansaperu.com,Operador de Turismo,Presencial,,,Grimaneza Ana Maria Silva Velarde Alvarez,917 - DGPDT,02-dic-2019 5:00:00
20260515,20601319196,VISAS TRAVEL & TOURS S.A.C.,VISAS TRAVEL,AV.,PROLONGACION PASEO DE LA REPUBLICA,7865,202,,URB.,LOS ROSALES,150140,LIMA,LIMA,SANTIAGO DE SURCO,,980514074,,,,,,visastravel102@gmail.com,www.visastravel.pe,Minorista,Digital,,,Jaime Vicente Villa Jarama,362-D.S.N° 005-2020-MINCETUR,17-mar-2021 5:00:00
20260515,20601466008,TRAVEL SAFE PERU E.I.R.L.,TRAVEL SAFE PERÚ,JR.,FERNANDO FAUSTOR N° 383A,,1,,,,150140,LIMA,LIMA,SANTIAGO DE SURCO,,14920058,977160952,,,,,reservas@travelsafe-peru.com,www.travelsafe-peru.com/es,Operador de Turismo,Digital,,,Claudia Daniela Taype Postigo,523-D.S.N° 005-2020-MINCETUR,05-ago-2021 5:00:00
20260515,20602275044,IFITNESS  MEDIA  GROUP  S.A.C.,HAPPY TRAILS,JR.,ENRIQUE LEON GARCÍA,473,,,,,150140,LIMA,LIMA,SANTIAGO DE SURCO,,999599496,,,,,,info@happytrails.world,www.happytrails.online,Operador de Turismo,Digital,,,Victor Doig Velarde,791-MINCETUR,23-may-2022 5:00:00
20260515,20604142769,MOCHILEANDO PERU BUSINESS & TRAVEL S.A.C.,MOCHILEANDO PERÚ SAC,AV.,IGNACIO SEMINARIO,465,,,,,150133,LIMA,LIMA,SAN JUAN DE MIRAFLORES,,989842898,,,,,,a.huamani@mochileandoperu.com,www.mochileandoperu.com,Operador de Turismo,Digital,,,Abel Arturo Huamaní Pajuelo,389-DS.N° 005-2020-MINCETUR,08-abr-2021 5:00:00
20260515,20601064481,GETAWAY'S VACATION CLUB SAC,-,Calle,CANTUARIAS,160,304,,,,150122,LIMA,LIMA,MIRAFLORES,,992444578,,,,,,,,Operador de Turismo,Presencial,,,Paloma Linda Amayo Perales,312 - DGPDT,13-jul-2017 5:00:00
20260515,20486560992,JOVSTERMIL INTERNATIONAL EIRL,VIAJES ARANDA,JR.,PEDRO RUIZ GALLO,295,404,,,,150121,LIMA,LIMA,PUEBLO LIBRE,,964595359,,,,,,info@viajesaranda.com,www.viajesaranda.com,Operador de Turismo,"Digital, Presencial",,,Jabier Luis Aranda Llanco,739 - MINCETUR,28-mar-2022 5:00:00
20260515,20613596624,DKS TRAVEL AGENCY S.A.C.,DKS TRAVEL AGENCY SAC,Calle,ARTESANOS,150,,OFICINA 205 C.C. LAS PLAZUELAS DE SURCO,,,150140,LIMA,LIMA,SANTIAGO DE SURCO,,904514769,914577334,961222572,,,,dkstravelagency.reservas@gmail.com,www.dkstravelagency.com,Operador de Turismo,Digital,,,Henny Jose Granados Congona,CONSTANCIA-000133-2025-GDE-ST,19-mar-2025 5:00:00
20260515,20603949405,APU QORI TOURS E.I.R.L.,APU QORI TOURS,LT.,VILLA SOL B-4,,,,,,80105,CUSCO,CUSCO,SAN SEBASTIAN,,973520506,,,,,,CURASICONDORIMICOLAS@GMAIL.COM,WWW.APUQORITOUR.COM,Operador de Turismo,Digital,,,Micolas Curasi Condori,284-2025,28-may-2025 5:00:00
20260515,20604364125,Sapa Tours S.A.C.,AGENCIA DE VIAJES SAPA TOURS,Calle,HUAMANGA,674,G,,,,150120,LIMA,LIMA,MAGDALENA DEL MAR,,976384682,,,,,,juancarlosfalla@sapatours.com.pe,www.sapatours.com.pe,Minorista,Digital,,,Nestor Jose Pacheco Orbe,661 - MINCETUR,02-dic-2021 5:00:00
20260515,20100939704,VIAJES GOLDEN TOURS SA,VIAJE GOLDEN,Calle,SAN IGNACIO DE LOYOLA,346,,,,,150122,LIMA,LIMA,MIRAFLORES,,4449277,,,,,,gerencia@viajesgoldentours.com,www.viajesgoldentours.com,Minorista,Presencial,,,Mercedes Maria Vasquez Benvenuto,104-2016-DGPDT,01-dic-2016 5:00:00
20260515,20107909053,TEMPO TOURS SA,TEMPO TOURS,Calle,CORONEL INCLAN,235,310,,,,150122,LIMA,LIMA,MIRAFLORES,,14472891,,,,,,ignacio@tempotours.com.pe,,Minorista,Presencial,,,Ignacio Humberto Burneo Raffo,947 - DGPDT,16-ene-2020 5:00:00
20260515,20607324957,RUTA 30 E.I.R.L.,RUTA 30,AV.,FLORA TRISTAN,898,4,,CE.,SANTA PATRICIA,150114,LIMA,LIMA,LA MOLINA,,955113471,,,,,,ruta30.viajes@gmail.com,www.ruta30.com,"Mayorista, Minorista, Operador de Turismo",Digital,,,Maria Fernanda Yangali Ponze,361-MINCETUR,17-mar-2021 5:00:00
20260515,20202757660,PERU MYSTICAL & ECOLOGICAL TOURS S.R.L.,-,JR.,GENERAL BELIZARIO SUAREZ,518,401,,,,150122,LIMA,LIMA,MIRAFLORES,,14457878,,,,,,mystical@mysticalperu.com,www.mysticalperu.com,Operador de Turismo,Presencial,,,Edith Lucila Miguel D'Ambrosio,169 - DGPDT,03-ene-2017 5:00:00
20260515,20614003791,GROUP EURO'S TRAVELS SOCIEDAD ANONIMA CERRADA,EURO´S TRAVEL GROUP,Calle,SUYTUCCATO 790,,,,,,80101,CUSCO,CUSCO,CUSCO,,951127110,920748455,,,,,EUROSTRAVELGROUP@GMAIL.COM,WWW.EUROSTRAVEL.PE,Mayorista,Digital,,,Benigno Alfredo Vargas Quivio,286-2025,28-may-2025 5:00:00
20260515,20503308267,PERUVIAN UNIVERSAL GROUPS SAC,PU VIAJES,PJ.,MARTIR OLAYA,129,1704,,,,150122,LIMA,LIMA,MIRAFLORES,,,,,,,,info@puviajes.com,www.puviajes.com,Minorista,Digital,,,Francisco Javier Zavaleta Lozada,757 - MINCETUR,13-abr-2022 5:00:00
20260515,20609281104,TITICACA TOURS E.I.R.L.,TITICACA TOURS,JR.,INDEPENDENCIA,192,,,BA.,INDEPENDENCIA,210101,PUNO,PUNO,PUNO,,966364437,,,,,,reservas@titicacatiurs.travel,www.titicacatours.travel,Operador de Turismo,Digital,,,Wilson Marcos Ticona Mamani,084-2024,13-dic-2024 5:00:00
20260515,20518932391,VIAJES EL CORTE INGLES PERU S.A.C. - VECIP S.A.C.,VIAJES EL CORTE INGLES LA MOLINA,AV.,AV. RAUL FERRERO REBAGLIATI N°1355 INT. 1000 URB. EL REMANSO,,,,,,150114,LIMA,LIMA,LA MOLINA,,989065110,956954040,,,,,lamolina@viajeselcorteingles.com.pe,peru.viajeselcorteingleslatam.com,Operador de Turismo,"Digital, Presencial",,,Joel Cesar Gonzales Valdiviezo,D000495-2024-MML-GDE-ST,26-dic-2024 5:00:00
20260515,20608513893,EDUNASTOURS NASCA E.I.R.L.,EDUNASTOURS,Calle,BOLOGNESI,N° 307,,,,,110301,ICA,NASCA,NASCA,,990590420,,,,,,edunastours@hotmail.com,,Operador de Turismo,Presencial,,,Cesar Eduardo Asto Llamocca,406-2024,13-dic-2024 5:00:00
20260515,20613664018,CUMBRE ANDINA E.I.R.L.,ANDEAN VOYAGES,Calle,MARQUEZ 231,,204,,,,80101,CUSCO,CUSCO,CUSCO,,974759932,,,,,,ADMIN@ANDEANVOYAGES.COM,WWW.ANDEANVOYAGES.COM,Operador de Turismo,Digital,,,Richard Salas Vargas,37-2025,06-feb-2025 5:00:00
20260515,20613348850,RUTA 782 TRAVEL AGENCY REPS E.I.R.L.,RUTA 782,PJ.,ATLANTIDA,592,,,,,160101,LORETO,MAYNAS,IQUITOS,,958507160,,,,,,agencyruta782@gmail.com,facebook.com/ruta782tours,Minorista,Digital,,,Claudia Pinina Salas Del Aguila,144-2025-GRL-GERCETUR,13-ene-2025 5:00:00
20260515,20608977024,AEROMASS TRAVEL & TOURS E.I.R.L.,AEROMASS TRAVEL,AV.,ELMER FAUCETT Y AV TOMAS VALLE S/N,,,,,,70101,CALLAO,PROV. CONST. DEL CALLAO,CALLAO,,921164878,958951357,,,,,aeromasstravel.info@gmail.com,https://aeromasstravel.com/,Minorista,Digital,,,Massiel Marivivian Saavedra Huiñac,CONSTANCIA N° 006-2025-GRC/GRDE,26-feb-2025 5:00:00
20260515,20605035788,E & H INVERSIONES COLCA S.R.L.,YUYARI TRAVELS,AV.,SIGLO XX,Y3,5,RECTA DE LA PLAZA DE ARMAS DE CHIVAY,CI.,CENTRO CHIVAY,40501,AREQUIPA,CAYLLOMA,CHIVAY,,935721445,951198682,,,,,reservas.yuyari@gmail.com,,Minorista,Presencial,,,Edson Henry Taco Hilachoque,10-2025-GRA/GRCET,20-mar-2025 5:00:00
20260515,20613891618,CUSCO COOKING CLASS E.I.R.L.,CUSCO COOKING CLASS,LT.,APV. AGUA BUENA P-1,,,,,,80105,CUSCO,CUSCO,SAN SEBASTIAN,,925633857,,,,,,LISETVALE@GMAIL.COM,CUSCOCOOKINGCLASS.BLOGSPOT.COM,Operador de Turismo,Digital,,,Liset Valenska Huillca Alosilla,141-2025,02-abr-2025 5:00:00
20260515,20557137239,EMUNAH TRAVEL PERU S.A.C.,EMUNAH TRAVEL PERU SAC,AV.,LAS GARDENIAS MZ B 2 LT 14 URB. JULIO CESAR TELLO,,,,,,150119,LIMA,LIMA,LURIN,,912592475,,,,,,administracion@emunahtravel.com.pe,www.emunahtravel.com.pe,Minorista,"Digital, Presencial",,,Karen Marina Marin Valente,CONSTANCIA N° D000167-2025-MML-GDE-ST,01-abr-2025 5:00:00
20260515,20602184685,Ecomontañas E.I.R.L,ECOMONTAÑAS,Calle,SAN FRANCISCO,1005,,,,,200105,PIURA,PIURA,CATACAOS,,410603,969697661,,,,,emont1316@gmail.com,www.ecoturismopiura.com,Operador de Turismo,Presencial,,,Jan Richard Sanz Espinoza,010-2017,17-jul-2017 5:00:00
20260515,20602819613,MAJAMBO REPRESENTACIONES S.C.R.L.,MAJAMBO TOURS,JR.,DE LA UNION,870,111,,,,150101,LIMA,LIMA,LIMA,,17619666,,,,,,majambo@hotmail.com,,Minorista,Presencial,,,Miguel Angel Paredes Rengifo,786 - DGPDT,11-jul-2019 5:00:00
20260515,20349261236,DOMICOL TOURS S.A,DOMICOL TOURS,JR.,DE LA UNION,1041,A,,,,150101,LIMA,LIMA,LIMA,,14273681,,,,,,domicolpioneros@msn.com,,Minorista,Presencial,,,Juan Edgardo Dominguez Ramon,560 - DGPDT,03-SEP-2018 05:00:00
